X,causal
"This house has a super-sized garage, but I guess this is a super-sized house.",False
Instead I again poured water into the hole and again water came dripping down in the place.,False
The speech was about a conversation I had with my daughter.,False
I already posted the product to your house last Friday.,False
The Chaplain noticed one soldier looking at a a deck of cards.,False
She had left her notebook out on the fire escape by accident.,False
Mobil is now turning to fine art as a way of protecting some of its huge profits from inflation.,False
Yesterday the team recycled 200kg of unwanted knitting wool into insulation.,False
The strong winds blew snow into the snowdrifts.,False
Training in the field is easily obtained in a furniture and cabinet maker diploma program.,False
The little sparrows have flown into the wall.,False
A city takes a stand against gang violence.,False
The deputy commissioner is assisted by a number of officers belonging to Uttar Pradesh Civil Service and other Uttar Pradesh.,False
"The upheavals of the late 17th century initiated the decline of the wool industry, and records show that by 1750 only two firms were producing cloth.",False
Other orders on environmental legislation and abortion issues were also under consideration.,False
Here's the theory I wrote down the other night on the cocktail napkin I fished out of my purse just now.,False
"US researchers have found a gene responsible for turning a plate of pasta into fat, offering new clues.",False
"Strangely, today's help for the crown-jewels enthusiasts has arrived from an unexpected quarter.",False
The area selected easily accommodated a pen that was 16 by 24 inches.,False
My guns are locked in a safe and have trigger locks on them.,False
"A preface (pronounced ""preffus"") is an introduction to a book written by the author of the book.",False
"The clot later caused a seizure, leaving Nathan completely paralyzed on the right side of his body.",True
In ionic conduction charge carriers are affected by the electromagnetic radiation from the microwaves by being attracted or repelled by the electric field.,True
Dispenser models hold the brew in a heated tank; you fill your cup by pressing it against the dispenser lever.,False
"An orchard of ripe black cherries, blueberries and plums join together in seamless harmony.",False
Sea turtles and sea lions use their front flippers to move forward.,False
